bug_id,summary,description,category,priority,is_duplicate,duplicate_bug_id
729,Cache not invalidating after record update.,Detailed bug description for cache not invalidating after record update. root cause analysis pending. needs developer review. related with timeout minor glitch,Backend,Low,False,
1407,Page load time exceeds seconds on listing page.,Detailed bug description for page time exceeds 10 seconds on listing page. root cause analysis pending. needs developer review. moderate issue,Performance,Medium,True,784.0
1429,Noticed scrolling through large data tables.,Detailed description for lag noticed when scrolling through large tables. root cause analysis pending. needs developer review. temporary failure,Backend,Medium,True,264.0
1253,Excessive network calls during dashboard rendering.,Detailed bug description for excessive network calls during dashboard rendering. root cause analysis pending. developer review. moderate issue,Performance,Medium,True,999.0
1022,Primary key conflict when inserting duplicate,Detailed bug description for primary key conflict when inserting duplicate record. root cause analysis pending. needs developer related with crash security breach,Database,High,True,460.0
167,Images stretched in gallery grid layout.,Detailed bug description for images stretched in gallery grid layout. root cause analysis pending. needs developer review. intermittent,UI,Medium,True,311.0
1725,Jwt tokens not inactivity period.,Detailed bug description for jwt tokens not expiring after inactivity period. root cause analysis pending. needs developer review. related issue with query minor ui,Security,Low,True,1766.0
298,Text overflow issue on mobile devices.,Detailed bug description for text overflow issue on mobile devices. root cause analysis pending. needs developer related issue with error intermittent error,UI,Medium,True,790.0
524,Api returning 500 server error on post request.,Detailed bug description for api returning 500 internal server error on post request. root cause needs developer review. critical failure,Backend,High,True,641.0
1580,Memory leak detected file upload process.,Detailed bug for memory leak detected during file upload process. root cause analysis pending. needs developer review. related issue with memory urgent fix,Performance,High,True,1415.0
1237,Page load time 10 on product listing page.,Detailed description for page load time exceeds 10 seconds on product listing root cause analysis pending. needs developer review. non-blocking bug,Performance,Low,True,1115.0
222,Contrast low for accessibility compliance.,Detailed bug description for color contrast too low for accessibility compliance. root cause analysis needs developer review. minor ui glitch,UI,Low,True,564.0
2,Text overflow problem on mobile devices.,Detailed bug description for text overflow bug mobile devices. root cause analysis pending. needs developer review. system crash,UI,Medium,True,302.0
1080,Database connection pool exhausted peak traffic.,Detailed bug description for database connection pool peak traffic. root cause analysis pending. needs developer review. related issue with crash intermittent error,Database,Medium,False,
892,Data truncation error due to column mismatch.,Detailed bug description for data truncation due to column length mismatch. root cause analysis pending. needs developer review. related issue with api partial outage,Database,Medium,True,1819.0
1210,Thread contention causing processing delays.,Detailed bug description for contention causing processing delays. root cause analysis needs developer review. related issue with crash moderate issue,Performance,Medium,True,879.0
735,Data inconsistency order service response.,Detailed bug description for inconsistency found in order service response. root cause analysis pending. needs developer review. minor ui glitch,Database,Low,False,
971,Migration script failing on production schema.,Detailed bug description for migration failing on production schema. root cause analysis pending. needs developer review. non-blocking bug,Database,Low,True,1652.0
1191,Backup restore failed missing wal logs.,Bug description for backup restore failed due to missing wal logs. root cause analysis pending. needs developer review. urgent fix,Database,High,True,115.0
1123,Data error due to column length mismatch.,Detailed bug description for data truncation error due to column length mismatch. root cause analysis needs developer partial outage,Database,Medium,True,605.0
1448,Inefficient algorithm causing long response time.,Detailed bug description for inefficient algorithm causing long response time. root cause analysis pending. needs developer review. temporary,Performance,Medium,True,159.0
300,Tooltip appearing on for icons.,Detailed bug description for tooltip not on hover for icons. root analysis pending. needs developer review. non-blocking bug,UI,Low,True,1066.0
1181,Migration script failing on production schema.,Detailed bug description for migration script failing on production schema. root cause analysis pending. needs developer review. related issue error minor ui glitch,Performance,Low,True,1767.0
177,Dropdown menu overlaps footer section.,Bug description for dropdown menu overlaps footer section. root cause analysis pending. developer review. related issue with error partial outage,UI,Medium,True,62.0
833,Database connection exhausted during peak traffic.,Detailed bug description for connection pool exhausted during peak traffic. root cause analysis pending. needs developer review. intermittent error,Database,Medium,True,458.0
1376,Excessive network calls during dashboard rendering.,Detailed bug description for excessive network calls during dashboard rendering. root cause analysis pending. needs developer failure,Security,Medium,True,1981.0
1732,Http used instead of https api calls.,Detailed bug description for insecure http used instead of https for api calls. root cause analysis pending. developer review. urgent fix,Security,High,True,952.0
1317,Inefficient algorithm causing long response time.,Detailed bug description for inefficient algorithm causing long response time. root cause analysis pending. needs review. related with query system crash,Backend,High,True,1644.0
780,Data found in order service response.,Detailed bug description for data inconsistency found in service response. root cause analysis pending. needs developer review. related issue with error security breach,Backend,High,True,1498.0
1170,Database pool during peak traffic.,Detailed bug description for database connection exhausted during peak traffic. root cause analysis pending. needs developer review. issue,Database,Medium,False,
1447,High cpu utilization during analytics computation.,Detailed bug description for high cpu utilization during analytics cause analysis pending. needs developer review. enhancement request,Performance,Low,True,76.0
1836,Sql vulnerability in login endpoint.,Detailed bug description for injection vulnerability found in login endpoint. root cause analysis pending. needs developer review. related issue with api error,Security,Medium,True,981.0
1815,Weak password policy allows insecure credentials.,Detailed bug description for weak password policy allows insecure credentials. root cause analysis pending. needs developer review. security,Security,High,True,1533.0
545,Incorrect json serialization in api output.,Detailed bug description incorrect json serialization in api output. root cause analysis pending. needs developer review. intermittent error,Backend,Medium,True,1281.0
1246,Slow response time on checkout endpoint.,Bug description for slow response time on checkout endpoint. root cause analysis pending. needs developer review. related issue with response intermittent error,Performance,Medium,True,549.0
1878,Insecure http used instead https for calls.,Detailed bug description for http instead of https for api calls. root cause analysis pending. needs developer review. partial outage,Security,Medium,True,333.0
1396,Lag noticed when large data tables.,Detailed bug description for lag noticed when scrolling through data tables. root cause analysis pending. needs developer review. temporary failure,Performance,Medium,True,1986.0
1239,Thread contention causing processing delays.,Detailed bug description for thread contention causing processing delays. root analysis pending. needs developer review. enhancement request,Performance,Low,True,297.0
688,Cache not invalidating after record update.,Detailed bug description for cache not invalidating after record update. root analysis pending. needs review. minor ui glitch,Backend,Low,True,1827.0
256,Bar not in settings page.,Detailed bug description for scroll bar visible in settings page. root cause analysis pending. needs developer minor ui glitch,UI,Low,False,
1050,Incorrect indexing causing slow query performance.,Detailed bug description for incorrect indexing causing slow query root cause analysis pending. needs review. related issue with ui cosmetic issue,Database,Low,True,447.0
54,Tooltip not on hover for icons.,Detailed bug description for tooltip appearing on hover for icons. root cause analysis pending. needs developer review. cosmetic issue,UI,Low,False,
1362,Slow response time on checkout endpoint.,Detailed bug for slow response time on checkout endpoint. root analysis pending. needs developer review. system crash,Performance,High,True,137.0
269,Font rendering inconsistent across browsers.,Bug description for font rendering inconsistent across browsers. root cause analysis pending. needs developer review. non-blocking bug,UI,High,True,551.0
723,Timeout error while processing batch job.,Detailed description for timeout error while processing batch job. root cause analysis pending. needs developer review. moderate,Backend,Medium,True,264.0
965,Migration script failing on production schema.,Detailed bug description for migration script failing on production schema. root cause analysis pending. needs review. temporary,Database,Medium,False,
1100,Deadlock detected while committing transaction.,Detailed bug description for deadlock while committing transaction. root cause analysis pending. needs developer review. cosmetic issue,Security,Low,True,1159.0
1939,Sql injection vulnerability found in,Detailed bug description for sql injection vulnerability found in login endpoint. root cause pending. needs developer review. failure,Security,High,False,
1162,Query execution taking longer than large dataset.,Detailed bug description for query execution taking longer than expected on large dataset. cause analysis pending. needs developer review. non-blocking bug,Database,Low,True,1932.0
1482,Performance degradation observed after layer update.,Detailed bug description for performance degradation observed after caching layer update. root analysis pending. developer review. security breach,Performance,High,True,1707.0
1408,Performance degradation observed after layer update.,Detailed bug description for degradation observed after caching layer update. root cause analysis pending. needs developer review. temporary failure,Performance,Medium,True,982.0
1451,Lag when scrolling through large data,Detailed bug description for lag noticed when scrolling through large data tables. root cause analysis pending. needs developer system crash,Performance,High,True,1228.0
1596,Lag noticed when scrolling through tables.,Detailed bug description for lag noticed when scrolling through large data tables. root cause analysis pending. needs developer review. bug,Performance,Low,True,778.0
1842,Tokens not after inactivity period.,Detailed description for jwt tokens not expiring after inactivity period. root cause analysis pending. needs developer review. related issue response urgent fix,Security,High,True,749.0
683,Incorrect json serialization in api output.,Detailed description for incorrect json serialization in api output. root cause analysis pending. needs developer review. enhancement request,Backend,Low,True,187.0
511,Incorrect json serialization in api output.,Detailed bug description for incorrect json in api output. cause analysis pending. needs developer review. non-blocking bug,Backend,Low,True,1468.0
610,Null pointer exception in service layer.,Detailed bug description for null pointer exception in user service layer. root analysis pending. needs developer review. related issue with crash urgent fix,Backend,Medium,False,
1288,Performance after caching layer update.,Detailed bug description for performance degradation observed after caching layer root cause analysis pending. needs developer review. related issue crash moderate issue,Performance,Medium,False,
1604,Tokens not after inactivity period.,Detailed bug description for jwt tokens not expiring after inactivity period. root cause analysis needs developer review. urgent fix,Security,High,True,1733.0
1331,Slow response time on checkout endpoint.,Detailed bug description for slow time on checkout endpoint. root analysis pending. needs developer review. cosmetic issue,Performance,High,False,
1089,Incorrect indexing causing slow query performance.,Detailed bug description incorrect indexing causing slow query performance. root cause analysis pending. needs developer review. enhancement request,Database,Low,True,1967.0
992,Primary key conflict when record.,Detailed bug description for primary key conflict when inserting duplicate record. root cause analysis pending. developer review. related issue with performance moderate issue,Database,Medium,True,129.0
799,Authentication token validation failed intermittently.,Detailed bug description for authentication token failed intermittently. root cause analysis pending. needs developer review. related issue query critical failure,Backend,High,True,445.0
1564,Memory detected file upload process.,Detailed bug description for memory leak detected during file upload process. root cause pending. developer review. moderate issue,Performance,High,True,551.0
1106,Database connection pool during peak,Detailed bug for database connection pool exhausted during peak traffic. root cause analysis pending. needs review. urgent fix,Backend,Low,True,637.0
207,Button alignment broken on dashboard page.,Detailed bug description for button alignment broken dashboard page. root cause analysis pending. needs developer related issue with login minor ui glitch,Backend,Low,True,1416.0
1988,File endpoint arbitrary file types.,Detailed bug description file upload endpoint allows arbitrary file types. root cause analysis pending. needs developer review. enhancement request,Security,Low,True,612.0
663,Authentication token validation failed intermittently.,Detailed bug description for authentication validation failed intermittently. root cause analysis pending. developer review. non-blocking bug,Backend,Low,True,1148.0
1781,File upload allows arbitrary file,Detailed bug description for file upload endpoint arbitrary file types. root cause analysis pending. needs developer review. intermittent error,Security,Medium,True,1453.0
1441,Slow response time on checkout endpoint.,Detailed bug description for slow response time on checkout endpoint. root cause analysis pending. developer review. related with crash temporary failure,Performance,Medium,True,185.0
1215,Memory leak detected during upload process.,Detailed bug description for memory leak detected during file upload cause analysis pending. needs developer review. non-blocking bug,Performance,Low,True,1634.0
1800,File upload endpoint allows arbitrary file,Bug description for file upload endpoint allows arbitrary file types. root cause analysis pending. needs developer review. cosmetic issue,Security,Medium,True,1844.0
1495,Memory detected during file process.,Detailed bug description for memory leak detected during file upload process. root cause pending. needs developer review. temporary failure,Performance,Low,True,1881.0
1523,Client-side takes long under heavy dom elements.,Detailed bug description for client-side rendering takes too long under heavy elements. root cause analysis pending. needs developer related issue with response system crash,Security,High,False,
1700,User session not invalidated logout event.,Detailed bug description for user session not invalidated after logout event. root cause analysis pending. review. minor ui glitch,Security,Low,True,253.0
1746,Cross-site scripting issue comments section.,Detailed bug description for scripting (xss) issue in comments section. root cause analysis pending. developer review. partial outage,Security,Medium,True,742.0
414,Background job in pending indefinitely.,Detailed bug description for background job stuck in pending indefinitely. root cause analysis pending. needs developer review. moderate issue,Backend,Medium,True,675.0
345,Scroll bar not visible settings,Detailed bug description for scroll bar not visible in settings page. root cause analysis pending. developer review. urgent fix,UI,High,True,745.0
1976,Sensitive data in api payload.,Detailed bug description for sensitive data exposed in api response payload. root cause analysis pending. needs developer review. issue with api moderate issue,Security,Medium,True,480.0
622,Authentication token validation failed intermittently.,Detailed bug for authentication token validation failed intermittently. root cause analysis pending. needs review. temporary failure,Backend,Medium,True,1438.0
1919,Sensitive data exposed in response payload.,Detailed bug description for sensitive data exposed in api response payload. root cause analysis pending. needs review. related issue with error partial outage,Security,Medium,False,
1490,Performance degradation observed caching layer update.,Detailed bug description for performance degradation observed after layer update. root cause analysis needs developer review. cosmetic issue,Performance,Low,True,458.0
1987,Sensitive data exposed api response payload.,Detailed bug description for sensitive exposed in api response payload. root cause analysis pending. needs developer review. related with performance non-blocking bug,Security,Low,True,151.0
1829,File endpoint arbitrary file types.,Detailed bug description for file upload endpoint allows arbitrary file types. root cause analysis pending. review. enhancement request,Security,Low,False,
1858,Cross-site scripting (xss) issue section.,Detailed bug description for scripting (xss) in comments section. root cause analysis pending. needs developer review. intermittent error,Security,High,True,1495.0
1571,Page load time 10 seconds on product listing page.,Detailed bug description for page load time exceeds 10 seconds on product listing page. root cause analysis pending. needs developer review. failure,Database,Medium,True,1570.0
1006,Migration script failing on production schema.,Detailed bug description for migration script on production schema. root cause analysis pending. needs developer review. system crash,Security,High,True,1110.0
1325,Load time exceeds 10 seconds on product listing page.,Bug description for page load time exceeds 10 seconds on product listing page. root cause analysis pending. needs developer review. temporary failure,Performance,Medium,True,392.0
1977,Session not invalidated after logout event.,Detailed bug description for user not invalidated after logout event. root cause analysis pending. needs developer review. related issue response moderate issue,Security,Medium,False,
1794,Endpoint allows arbitrary file types.,Detailed bug description for file upload endpoint allows arbitrary file types. root cause analysis pending. developer review. non-blocking bug,Security,Low,True,889.0
1984,Tokens not expiring after inactivity period.,Detailed bug description for jwt tokens not expiring after inactivity period. root cause pending. needs developer review. related with api critical failure,Security,High,True,931.0
1593,Slow response time on checkout endpoint.,Detailed bug description for slow response time on checkout endpoint. root cause analysis pending. needs developer review. error,Performance,High,True,629.0
1021,Key constraint violation during insert,Detailed bug description foreign constraint violation during insert operation. root cause analysis pending. needs developer review. intermittent error,Database,Medium,True,153.0
106,Dropdown menu overlaps footer section.,Detailed description for dropdown menu overlaps footer section. root cause analysis pending. needs developer review. related issue error intermittent error,Database,High,True,479.0
1484,Client-side rendering takes too under heavy dom elements.,Detailed bug description for client-side rendering takes too long under dom elements. root cause analysis pending. needs developer review. bug,Performance,Low,True,201.0
986,Restore failed due to missing wal logs.,Detailed bug description backup restore failed due to missing wal logs. root cause analysis pending. needs review. related issue with memory system crash,Database,High,True,536.0
275,Button alignment broken on dashboard page.,Detailed bug for button alignment broken on dashboard page. root cause analysis pending. needs developer review. moderate issue,Backend,Medium,True,1860.0
1518,High cpu utilization during analytics computation.,Detailed bug description for high cpu utilization during analytics computation. cause analysis pending. needs developer review. system crash,Performance,High,True,1097.0
839,Data truncation error due to column,Detailed bug description for data truncation error to column length mismatch. root cause analysis pending. needs developer review. urgent fix,Database,High,True,1271.0
1016,Primary key when inserting duplicate record.,Detailed bug description for primary key conflict when inserting duplicate record. root cause analysis pending. needs developer non-blocking bug,Database,High,True,1832.0
1929,Cross-site scripting issue in comments section.,Detailed description for cross-site scripting (xss) issue in comments section. root cause analysis pending. needs developer review. critical failure,Security,High,True,1910.0
1333,Thread contention causing processing delays.,Bug description for thread contention causing processing delays. root cause analysis pending. needs developer review. enhancement request,Performance,Low,True,1292.0
1953,Cors misconfiguration api to external domains.,Detailed bug description for cors misconfiguration exposes api to external domains. root cause analysis pending. developer review. related issue with timeout partial outage,Security,Medium,True,442.0
1508,Client-side rendering takes too long under heavy dom,Detailed bug for client-side rendering takes too long under heavy dom elements. root cause pending. needs developer review. related issue with performance minor ui glitch,Performance,Low,True,322.0
1197,Restore failed due missing wal logs.,Detailed description backup restore failed due to missing wal logs. root cause analysis pending. needs developer review. intermittent error,Security,Medium,True,444.0
142,Button alignment broken on dashboard page.,Detailed bug description button alignment broken on dashboard page. root cause analysis pending. needs developer review. related issue with api cosmetic issue,Performance,Low,False,
433,Cache not invalidating after record update.,Detailed bug description for cache not invalidating after record update. root cause analysis pending. needs review. breach,Backend,High,True,608.0
104,Images stretched in gallery grid layout.,Detailed bug description for images stretched in grid layout. root cause pending. needs developer review. minor ui glitch,UI,Low,True,302.0
1272,Thread contention causing processing delays.,Detailed bug description for thread contention causing processing delays. analysis pending. needs developer review. security breach,Performance,High,True,1686.0
1481,Leak detected during file upload process.,Detailed bug description for memory leak detected during file upload process. cause analysis pending. needs developer review. urgent fix,Performance,High,True,1551.0
150,Images stretched in gallery grid layout.,Detailed bug description for images stretched in gallery grid layout. root cause analysis pending. needs developer review. related issue with security breach,UI,High,True,491.0
105,Icons missing after ui theme update.,Detailed bug description for icons missing after ui theme update. root cause analysis pending. needs developer review. related issue with memory issue,UI,Medium,True,753.0
1418,Thread contention causing processing delays.,Detailed bug description for thread contention causing delays. root cause analysis pending. needs developer review. related issue with response urgent fix,Performance,High,True,246.0
782,Incorrect json serialization in api output.,Detailed bug description for incorrect json in api output. root cause analysis pending. needs developer review. moderate issue,Backend,Medium,True,525.0
230,Color contrast too for accessibility compliance.,Detailed bug description for color contrast too low for accessibility root cause analysis pending. needs developer review. minor ui glitch,UI,Low,True,346.0
1384,Lag noticed scrolling through large data tables.,Detailed description for lag noticed when scrolling through large data tables. root cause analysis pending. needs developer review. urgent fix,Performance,High,True,940.0
727,Incorrect json serialization in api output.,Detailed bug description for json serialization in api output. root cause analysis pending. needs developer review. enhancement request,Backend,Low,True,679.0
1011,Foreign key constraint violation insert,Detailed bug description for foreign key constraint violation during insert operation. root cause analysis pending. needs developer review. related issue with security breach,Database,High,True,1987.0
1007,Migration script failing on production schema.,Detailed bug description for migration script on production schema. root cause analysis pending. needs developer review. related issue with timeout intermittent error,Database,Medium,True,977.0
981,Backup restore failed to missing wal logs.,Detailed bug for backup restore failed due to missing wal logs. root cause analysis pending. needs developer review. security breach,Database,High,False,
1211,Performance degradation after caching layer update.,Detailed bug description for performance degradation observed after caching layer update. cause analysis pending. needs developer review. cosmetic issue,Performance,Low,True,63.0
286,Color too for accessibility compliance.,Detailed bug description for color contrast too low for accessibility root cause analysis pending. needs developer review. urgent fix,Security,High,True,742.0
544,Payment service returning invalid response structure.,Detailed bug description for payment service returning response structure. root cause analysis pending. needs review. security breach,UI,High,True,296.0
1280,Noticed when scrolling large data tables.,Detailed bug description for lag noticed when scrolling through large data tables. root cause analysis pending. needs developer moderate issue,Security,Medium,True,1216.0
1421,Memory leak detected during upload process.,Detailed description for memory leak detected during upload process. root cause analysis pending. needs developer review. security breach,Performance,High,True,509.0
1801,Cross-site scripting issue in section.,Detailed bug description for cross-site scripting (xss) issue in section. root cause analysis pending. needs developer review. failure,Security,High,True,1568.0
81,Font rendering inconsistent across browsers.,Detailed bug description font rendering inconsistent across browsers. root cause analysis pending. developer review. temporary failure,UI,Medium,True,802.0
248,Font rendering inconsistent across browsers.,Detailed bug description for rendering inconsistent across browsers. root cause analysis pending. needs developer review. related issue performance system crash,UI,Medium,True,495.0
894,Deadlock detected while committing transaction.,Detailed bug description for deadlock detected committing transaction. root cause analysis pending. needs developer review. security breach,Performance,High,True,567.0
1949,Sensitive data exposed in api payload.,Detailed bug description for sensitive data exposed api response payload. root cause analysis pending. needs developer review. cosmetic issue,Security,Low,True,889.0
1550,Performance observed after caching layer update.,Detailed bug description for performance degradation observed caching layer update. root cause analysis pending. developer review. moderate issue,Performance,Medium,True,1593.0
1478,Client-side rendering takes too under heavy dom,Detailed bug description for client-side takes too long under heavy dom elements. root cause analysis pending. needs developer review. enhancement request,Backend,Low,False,
1270,Excessive network calls during dashboard rendering.,Detailed bug description for excessive network calls during dashboard rendering. cause analysis pending. needs developer review. critical failure,Performance,High,True,1640.0
660,Data found in service response.,Detailed bug description for data inconsistency in order service response. root cause analysis pending. needs developer review. critical failure,Backend,High,True,52.0
1063,Deadlock detected while committing transaction.,Detailed bug description for deadlock detected committing transaction. root cause analysis pending. needs developer review. urgent fix,Database,High,True,1227.0
812,Deadlock detected while committing transaction.,Detailed bug description deadlock detected while transaction. root cause analysis pending. needs developer review. non-blocking bug,Database,Low,False,
411,Authentication token validation failed intermittently.,Detailed bug description for authentication token validation intermittently. root cause analysis pending. needs developer review. system crash,Backend,High,True,1757.0
855,Execution longer than expected on large dataset.,Detailed bug description for query execution taking longer than expected large dataset. root cause analysis pending. needs developer review. temporary,UI,Medium,True,901.0
1661,Jwt tokens not after period.,Detailed bug description for jwt tokens not expiring after period. root cause analysis pending. needs review. system crash,Performance,High,True,1183.0
453,Payment service returning invalid response structure.,Detailed bug description for payment service returning invalid response structure. root cause analysis pending. developer review. partial outage,Backend,Medium,True,721.0
1601,Weak password policy allows insecure credentials.,Detailed bug description for weak password policy allows insecure credentials. cause analysis pending. needs developer review. related issue with login security breach,Security,High,True,1011.0
715,Api returning internal server on post request.,Detailed bug for api returning 500 internal server error on post request. root cause analysis pending. needs developer review. temporary failure,Backend,Medium,False,
1636,Weak password policy allows insecure credentials.,Detailed bug description weak password policy allows insecure credentials. root cause analysis pending. needs developer review. minor ui glitch,Security,Low,True,605.0
1959,Sql injection found in login endpoint.,Detailed bug description for sql injection vulnerability found in login endpoint. root analysis pending. needs developer review. related issue with query minor ui glitch,Security,Low,False,
344,Text overflow issue on mobile devices.,Detailed bug description for overflow issue on mobile devices. root analysis pending. needs developer review. related issue with performance cosmetic issue,UI,Low,True,639.0
74,Font rendering inconsistent across browsers.,Detailed bug description for font rendering inconsistent across root cause pending. needs developer review. partial outage,UI,Medium,True,1128.0
40,Modal popup not centered in viewport.,Detailed bug for modal popup not centered in viewport. root cause analysis pending. needs developer review. issue,UI,Low,True,226.0
762,Exception in user service layer.,Detailed bug description for null pointer exception user service layer. root cause analysis pending. needs developer review. related issue with query intermittent,Security,Medium,True,703.0
1547,Slow response time on checkout endpoint.,Detailed bug description for slow response time on checkout endpoint. root cause analysis pending. needs developer non-blocking bug,Performance,Low,True,836.0
638,Api 500 internal server error post request.,Detailed description for api returning 500 internal server error on post request. root cause analysis pending. needs developer review. temporary failure,Backend,Medium,True,125.0
1728,Cross-site (xss) issue comments section.,Detailed bug description cross-site scripting (xss) issue comments section. root cause analysis pending. needs developer review. non-blocking bug,Database,Low,True,1604.0
724,Cache not invalidating after record update.,Detailed bug description cache not invalidating after record update. root cause analysis pending. needs developer review. urgent fix,Backend,High,True,520.0
179,Dropdown menu overlaps footer section.,Detailed bug description for dropdown overlaps footer section. root cause analysis pending. developer review. security breach,UI,High,True,1340.0
604,Background job in pending state indefinitely.,Bug description for background stuck in pending state indefinitely. root cause analysis pending. needs developer review. intermittent error,Backend,Medium,False,
1296,Excessive network calls during dashboard rendering.,Detailed bug for excessive network calls during dashboard rendering. root cause analysis pending. needs developer review. critical failure,Performance,High,True,335.0
27,Font rendering inconsistent across browsers.,Detailed bug description for font rendering across browsers. root cause analysis pending. developer review. critical failure,UI,High,True,867.0
217,Button alignment broken on dashboard page.,Detailed bug description for button alignment broken on page. root cause analysis pending. needs developer review. cosmetic,UI,Low,True,1593.0
335,Text overflow issue on mobile devices.,Detailed bug description for text overflow issue on mobile devices. root cause analysis pending. needs developer related issue with response partial outage,UI,Medium,True,1206.0
1460,High cpu utilization during analytics computation.,Detailed description for high cpu utilization during analytics computation. root cause analysis pending. needs developer review. non-blocking bug,Performance,Medium,True,1025.0
9,Icons missing after ui theme update.,Detailed bug description for icons missing after ui theme update. root cause pending. needs developer review. system crash,UI,High,True,1446.0
310,Images stretched in gallery grid layout.,Detailed bug description for images stretched in gallery grid layout. root cause analysis pending. needs developer review. issue with memory critical failure,UI,High,True,296.0
695,Inconsistency found in order service response.,Detailed bug for data inconsistency found in order service response. root cause analysis pending. needs developer review. related with response security breach,Backend,High,True,1524.0
1866,Sql vulnerability found in login,Detailed bug description for sql injection vulnerability found in login root cause analysis pending. needs review. security breach,Security,High,True,1201.0
644,Background job stuck pending state indefinitely.,Detailed bug description for background job stuck in pending state root cause analysis pending. needs developer review. moderate issue,Backend,Medium,True,1129.0
1844,User session not invalidated logout event.,Detailed bug description for user not invalidated after event. root cause analysis pending. needs developer review. critical failure,Security,High,True,970.0
364,Font rendering inconsistent across browsers.,Detailed bug description for font rendering inconsistent across browsers. root cause analysis pending. needs developer review. security,UI,High,True,814.0
561,Payment service returning invalid response structure.,Detailed bug for payment service returning invalid response structure. root cause analysis pending. needs developer review. related issue with query critical failure,Backend,High,True,1056.0
1534,Performance degradation observed after caching layer,Detailed bug description for performance degradation observed after caching layer update. root cause analysis pending. needs developer review. urgent,Performance,High,True,991.0
550,Cache not invalidating after record update.,Detailed bug description for cache not after record update. root cause analysis pending. needs developer urgent fix,Backend,High,True,1426.0
1764,Jwt not expiring after inactivity period.,Detailed bug jwt tokens not expiring after inactivity period. root cause analysis pending. needs developer review. related issue with api partial outage,Security,Medium,True,1248.0
1450,Thread contention causing processing delays.,Detailed bug for thread contention causing processing delays. root cause analysis pending. needs developer review. moderate issue,Performance,Medium,True,1200.0
835,Database connection pool exhausted peak traffic.,Detailed bug description for database connection pool exhausted during peak traffic. root cause analysis pending. needs developer review. partial,Database,Medium,True,582.0
929,Primary key conflict when duplicate record.,Detailed bug description for primary key conflict when inserting duplicate record. cause analysis pending. needs developer review. moderate issue,Database,Medium,True,155.0
1116,Transaction rollback triggered by trigger mismatch.,Detailed bug description for transaction rollback triggered by trigger root cause analysis pending. needs developer review. related issue with memory intermittent error,Database,Medium,True,1073.0
382,Dropdown menu overlaps footer section.,Detailed bug description dropdown menu overlaps footer section. root cause analysis pending. needs developer review. minor ui glitch,UI,Low,True,296.0
4,Modal popup not centered in viewport.,Detailed bug description for modal popup not centered in viewport. root cause analysis pending. needs developer related issue with query minor ui glitch,UI,Low,True,102.0
416,Email notification processing failed due to dependency.,Detailed bug description for email notification queue processing failed due to missing root cause analysis pending. needs developer review. cosmetic issue,Backend,Low,True,254.0
606,Returning 500 internal error on post request.,Detailed bug description for api returning 500 internal server error on post request. root analysis pending. needs developer review. related issue with security breach,Backend,High,True,1713.0
193,Font rendering inconsistent across browsers.,Detailed bug description for font rendering inconsistent across browsers. root cause analysis pending. needs developer related issue with error moderate issue,UI,Low,True,1418.0
1847,Control missing for admin route.,Detailed bug description for access control missing for dashboard route. cause analysis pending. needs developer review. intermittent error,Security,Medium,True,1916.0
63,Font rendering inconsistent across browsers.,Detailed bug description for font rendering inconsistent across browsers. root cause analysis pending. needs developer review. related issue with memory cosmetic,UI,Low,True,1836.0
1105,Incorrect indexing causing slow query performance.,Detailed bug description for incorrect indexing causing slow query performance. root cause analysis needs developer review. enhancement request,Database,Low,True,1353.0
1387,Memory leak detected file process.,Detailed bug description for memory leak detected during file upload process. root cause pending. needs developer review. related issue with login system crash,Performance,High,True,999.0
777,Timeout error while processing batch job.,Detailed bug description for timeout error processing batch job. root cause pending. needs developer review. non-blocking bug,Backend,Low,True,1488.0
1510,Client-side rendering too long under heavy dom elements.,Detailed bug description client-side rendering takes too long under heavy dom elements. root cause analysis pending. needs developer review. enhancement request,Performance,Low,True,806.0
1322,Memory leak file upload process.,Detailed bug description for memory leak detected during file upload process. root cause analysis pending. needs developer review. minor ui,Backend,Low,False,
533,Background job in pending state indefinitely.,Detailed bug description for background job stuck in pending state indefinitely. root cause analysis needs developer review. partial outage,Backend,Medium,True,1779.0
51,Dropdown menu overlaps footer section.,Bug description dropdown menu overlaps footer section. root cause analysis pending. needs developer review. urgent fix,UI,High,False,
353,Font rendering inconsistent across browsers.,Detailed bug description for font rendering inconsistent browsers. root cause analysis pending. needs developer review. cosmetic issue,UI,Low,False,
1831,Weak password policy allows insecure credentials.,Detailed bug description for weak password policy allows insecure root cause analysis pending. needs developer review. critical failure,Security,High,False,
1989,Cors misconfiguration exposes api external domains.,Detailed bug description for cors misconfiguration exposes api to external domains. root cause analysis pending. needs review. minor ui glitch,Security,Low,True,668.0
92,Dropdown menu overlaps footer section.,Detailed bug description dropdown overlaps footer section. root cause analysis pending. needs developer review. critical failure,UI,High,True,170.0
1776,Http instead of https for api calls.,Detailed bug description for insecure http used instead of for api calls. root cause analysis pending. needs developer review. related issue with performance non-blocking bug,Security,Low,True,1038.0
143,Tooltip not appearing for icons.,Detailed bug description for tooltip not appearing on hover for root cause analysis pending. needs developer review. critical failure,Backend,High,True,1004.0
1524,Thread contention causing processing delays.,Detailed bug description for contention causing processing delays. root cause analysis pending. needs review. enhancement request,Performance,Low,True,286.0
72,Images stretched in gallery grid layout.,Detailed bug description for images stretched in gallery grid root cause analysis pending. needs developer review. moderate issue,UI,Medium,True,506.0
